Address,Longitude,Latitude,Landlord,Neighbourhood,Apartment Building,Apartment Building Property Type,Apartment Building Property Management,Year Built,Year Registered,Apartment Building Units,Apartment Building Storeys,RentSafeTO Evaluation Completed On,RentSafeTO Score,Has AGI,Dates AGI Initiated,Received TDF,Received TDF Year,TDF Reduced Increase By,Rooming House,Rooming House Status
1848 Jane St,-79.5055307,43.7079751,907037 Ontario Inc,Weston,TRUE,Privately owned,Unknown,1960,2017,21,3,2021-04-21,74,FALSE,,FALSE,,,FALSE,
137 Woodward Ave,-79.5073997,43.7095815,Os Properties Inc,Weston,TRUE,Privately owned,Unknown,1954,,11,3,2020-10-20,63,FALSE,,FALSE,,,FALSE,
22 Close Ave,-79.433847,43.63433,Close Properties Inc,South Parkdale,TRUE,Privately owned,Amelin Property Management,1971,2017,293,23,2020-11-04,73,TRUE,2019-03-06,FALSE,,,FALSE,
125 Cosburn Ave,-79.3470188,43.6895046,T & G Properties Inc,Danforth East York,TRUE,Privately owned,Jonus Holdings Inc,1960,2017,30,4,2019-12-04,91,FALSE,,FALSE,,,FALSE,
175 Cosburn Ave,-79.3450898,43.689961,935237 Ontario Limited,Danforth East York,TRUE,Privately owned,Granview Property Management,1965,2017,30,4,2019-12-04,73,FALSE,,FALSE,,,FALSE,
185 Cosburn Ave,-79.344717,43.6899408,2686250 Ontario Inc,Danforth East York,TRUE,Privately owned,Golden Equity Properties,1960,2017,37,6,2020-11-25,82,FALSE,,FALSE,,,FALSE,
11 Randolph Ave,-79.450141,43.658168,Toronto Community Housing,Dovercourt-Wallace Emerson-Junction,TRUE,Toronto Community Housing,Unknown,1994,2017,95,6,2021-05-05,74,FALSE,,FALSE,,,FALSE,
77 Quebec Ave,-79.467305,43.655392,High Park Bayview Inc,High Park North,TRUE,Privately owned,Vertica Resident Services,1969,2017,330,21,2019-11-04,67,FALSE,,FALSE,,,FALSE,
17 Mc Cormack St,-79.4723722,43.6763347,Mainstay Housing,Junction Area,TRUE,Social housing,Mainstay Housing,1994,2017,61,4,2019-11-07,81,FALSE,,FALSE,,,FALSE,
123 Sackville St,-79.3615269,43.6570916,Toronto Community Housing,Regent Park,TRUE,Toronto Community Housing,Unknown,1985,2017,20,3,2020-10-28,75,FALSE,,FALSE,,,FALSE,
205 Parliament St,-79.364072,43.656369,Unknown,Regent Park,TRUE,Social housing,Unknown,1992,2017,16,6,2021-04-30,89,FALSE,,FALSE,,,FALSE,
310 Dundas St E,-79.3706936,43.6586488,Toronto Community Housing,Moss Park,TRUE,Toronto Community Housing,Unknown,1980,2017,155,7,2020-11-03,71,FALSE,,FALSE,,,FALSE,
31 Spencer Ave,-79.4291959,43.6350911,Timbercreek Wp Inc,South Parkdale,TRUE,Privately owned,Timbercreek Communities,1965,2018,54,6,2021-04-22,71,FALSE,,FALSE,,,FALSE,
35 Spencer Ave,-79.4293521,43.6353723,1583619 Ontario Ltd,South Parkdale,TRUE,Privately owned,Wilstar Management Ltd.,1960,2017,80,7,2019-11-04,82,TRUE,"2019-07-08, 2016-04-29",TRUE,2017,0.64%,FALSE,
77 Spencer Ave,-79.4299279,43.637134,Akelius Canada Ltd,South Parkdale,TRUE,Privately owned,Akelius Canada Ltd,1952,2017,56,6,2019-11-04,82,FALSE,,FALSE,,,FALSE,
24 Tyndall Ave,-79.4284804,43.6351304,Amstar 24 Tyndall Ltd,South Parkdale,TRUE,Privately owned,Metcap Living Management Inc.,1965,2018,73,7,2021-04-22,74,TRUE,2020-11-24,FALSE,,,FALSE,
79 Jameson Ave,-79.434687,43.634228,79 Jameson Avenue Limited,South Parkdale,TRUE,Privately owned,Medallion Corporation,1962,2017,121,7,2020-10-22,79,TRUE,"2020-11-16, 2019-06-05",FALSE,,,FALSE,
730 Ontario St,-79.373945,43.6709402,700-730 Ontario Street Apartments Limited,North St.James Town,TRUE,Privately owned,Ranee Management,1967,2017,279,14,2019-01-28,79,FALSE,,FALSE,,,FALSE,
214 Wellesley St E,-79.3730303,43.6677663,214 Wellesley Holdings Limited,North St.James Town,TRUE,Privately owned,214 Wellesley Holdings Limited,1923,2017,38,3,2019-12-12,80,FALSE,,FALSE,,,FALSE,
99 Howard St,-79.371165,43.671168,Parliament-Rose-Howard Limited,North St.James Town,TRUE,Privately owned,Medallion Corporation,1964,2017,239,15,2019-01-25,81,TRUE,2017-06-22,TRUE,"2019, 2017","0.04%, 0.88%",FALSE,
655 Broadview Ave,-79.3561084,43.6739476,M&R Holdings,North Riverdale,TRUE,Privately owned,M&R Property Management,1968,2017,291,24,2020-11-16,87,TRUE,"2020-09-28, 2018-08-16, 2017-03-10",TRUE,2017,0.55%,FALSE,
87 Forty Second St,-79.544661,43.589445,778914 Ontario Inc,Long Branch,TRUE,Privately owned,Cio Management,1959,2017,41,3,2019-10-30,87,FALSE,,FALSE,,,FALSE,
1 Firvalley Crt,-79.2810279,43.7029545,Toronto Community Housing,Oakridge,TRUE,Toronto Community Housing,Unknown,1962,2017,115,12,2020-12-16,83,FALSE,,FALSE,,,FALSE,
30 Teesdale Pl,-79.28779,43.69682,Toronto Community Housing,Oakridge,TRUE,Toronto Community Housing,Unknown,1971,2017,278,24,2020-11-21,78,FALSE,,FALSE,,,FALSE,
1021 Birchmount Rd,-79.277907,43.7316606,Toronto Community Housing,Ionview,TRUE,Toronto Community Housing,Del Management,1972,2017,236,11,2021-04-14,77,FALSE,,FALSE,,,FALSE,
400 Mccowan Rd,-79.2408624,43.741845,Toronto Community Housing,Eglinton East,TRUE,Toronto Community Housing,Unknown,1968,2017,198,10,2021-04-13,85,FALSE,,FALSE,,,FALSE,
7-9 Roanoke Rd,-79.32843,43.740804,Capreit,Parkwoods-Donalda,TRUE,Privately owned,Capreit,1963,2017,113,9,2019-11-04,95,TRUE,2016-12-13,FALSE,,,FALSE,
53 Widdicombe Hill Blvd,-79.5524996,43.6782311,Widdicombe Place Holdings Inc,Willowridge-Martingrove-Richview,TRUE,Privately owned,Unknown,1975,2017,139,18,2019-10-28,89,TRUE,"2019-04-16, 2017-05-03, 2016-04-22",TRUE,2019,1.2%,FALSE,
65 Lillian St,-79.393242,43.706014,Unknown,Mount Pleasant West,TRUE,Privately owned,Vertica Resident Services,2010,2017,141,10,2019-12-02,97,FALSE,,FALSE,,,FALSE,
1101 Bay St,-79.388265,43.667766,Unknown,Bay Street Corridor,TRUE,Privately owned,Oxford Properties Group,1979,2017,265,28,2019-11-27,91,FALSE,,FALSE,,,FALSE,
18 Brownlow Ave,-79.391249,43.706407,18 Brownlow Holdings Limited,Mount Pleasant West,TRUE,Privately owned,18 Brownlow Holdings Ltd,1964,2017,185,19,2019-12-06,92,FALSE,,FALSE,,,FALSE,
200 Roehampton Ave,-79.392379,43.709524,1583617 Ontario Limited,Mount Pleasant West,TRUE,Privately owned,North Edge Properties Ltd.,1964,2017,228,13,2019-12-02,81,TRUE,2018-02-08,TRUE,2019,0.31%,FALSE,
77 Erskine Ave,-79.3960417,43.7113897,77 Erskine Residences Corp,Mount Pleasant West,TRUE,Privately owned,Firm Capital Properties Inc,1956,2017,37,4,2019-10-29,78,TRUE,2020-11-27,FALSE,,,FALSE,
411 Wilson Ave,-79.4390466,43.736082,Unknown,Clanton Park,TRUE,Privately owned,Unknown,1958,2017,10,3,2020-10-19,85,FALSE,,FALSE,,,FALSE,
390-398 Wilson Ave,-79.4399332,43.7364112,390-398 Wilson Inc,Clanton Park,TRUE,Privately owned,Gold Seal Management Inc.,1952,2017,40,3,2020-12-05,76,FALSE,,FALSE,,,FALSE,
400-406 Wilson Ave,-79.4408427,43.736196,400 Wilson Holdings Limited,Clanton Park,TRUE,Privately owned,Gold Seal Management Inc.,1952,2017,33,3,2020-12-05,84,FALSE,,FALSE,,,FALSE,
470 Wilson Ave,-79.4445421,43.7355902,Collecdev (500 Wilson) Inc,Clanton Park,TRUE,Privately owned,Orfus Realty,1955,2017,55,3,2019-03-12,65,FALSE,,FALSE,,,FALSE,
88 Redpath Ave,-79.39266,43.706253,1213763 Ontario Inc,Mount Pleasant West,TRUE,Privately owned,Vertica Resident Services,1965,2017,186,16,2019-12-02,83,TRUE,"2019-12-09, 2018-06-08",FALSE,,,FALSE,
3945 Lawrence Ave E,-79.2041403,43.7630153,Unknown,Woburn,TRUE,Toronto Community Housing,Del Management,1970,2017,20,3,2020-11-15,66,FALSE,,FALSE,,,FALSE,
1202 York Mills Rd,-79.335064,43.760617,Unknown,Parkwoods-Donalda,TRUE,Privately owned,Unknown,1967,2017,219,22,2020-12-19,83,FALSE,,FALSE,,,FALSE,
420 Eglinton Ave E,-79.385245,43.709774,Pleaton Construction Co Ltd,Mount Pleasant East,TRUE,Privately owned,Unknown,1963,2017,44,5,2020-12-08,79,TRUE,2017-03-14,TRUE,2018,0.84%,FALSE,
412 Eglinton Ave E,-79.385588,43.7097373,412 Eglinton East Ltd,Mount Pleasant East,TRUE,Privately owned,Unknown,1957,2017,65,6,2019-10-30,78,FALSE,,FALSE,,,FALSE,
133 Broadway Ave,-79.3918929,43.710485,Unknown,Mount Pleasant West,TRUE,Toronto Community Housing,Unknown,1954,2017,52,4,2021-04-13,71,FALSE,,FALSE,,,FALSE,
75 Broadway Ave,-79.394562,43.709992,Unknown,Mount Pleasant West,TRUE,Privately owned,Unknown,1963,2017,205,10,2019-12-10,81,FALSE,,FALSE,,,FALSE,
15 Erskine Ave,-79.398474,43.710948,Rasda Holdings Limited,Mount Pleasant West,TRUE,Privately owned,Unknown,1970,2017,65,16,2019-10-29,81,FALSE,,FALSE,,,FALSE,
10 Saranac Blvd,-79.4331081,43.7212709,Terrace Manor Ltd,Englemount-Lawrence,TRUE,Privately owned,Unknown,1954,2017,26,4,2019-11-20,76,TRUE,2017-05-09,FALSE,,,FALSE,
6 Saranac Blvd,-79.4329599,43.720922,626114/5 Ontario Ltd,Englemount-Lawrence,TRUE,Privately owned,626114/5 Ontario Ltd,1953,2017,26,4,2020-12-15,80,FALSE,,FALSE,,,FALSE,
495 Wilson Ave,-79.4453542,43.7347683,Toronto Community Housing,Clanton Park,TRUE,Toronto Community Housing,Unknown,1995,2017,132,5,2020-10-20,84,FALSE,,FALSE,,,FALSE,
417 Wilson Ave,-79.4396547,43.7359486,Unknown,Clanton Park,TRUE,Privately owned,Unknown,1958,2017,10,3,2020-10-20,76,FALSE,,FALSE,,,FALSE,
9 Rosseau Rd,-79.4365675,43.7421573,Unknown,Clanton Park,TRUE,Privately owned,Ram-Land Property Management,1955,2017,11,3,2020-12-08,78,FALSE,,FALSE,,,FALSE,
531 Caledonia Rd,-79.4611731,43.6912717,Unknown,Caledonia-Fairbank,TRUE,Privately owned,Gulmour Property Management,1968,2017,24,4,2020-12-08,75,FALSE,,FALSE,,,FALSE,
2040 Eglinton Ave W,-79.456901,43.694498,Gf 2040 Eglinton Avenue West Ltd,Briar Hill-Belgravia,TRUE,Privately owned,Unknown,1950,2017,37,4,2020-12-16,87,FALSE,,FALSE,,,FALSE,
1720 Keele St,-79.4736166,43.6852048,Car Park Management Services Ltd,Keelesdale-Eglinton West,TRUE,Privately owned,Unknown,1955,2017,47,4,2019-11-07,70,FALSE,,FALSE,,,FALSE,
4 Greentree Crt,-79.479016,43.6926941,Clearview Heights Holdings Limited,Beechborough-Greenbrook,TRUE,Privately owned,Artisan Corporation,1955,2017,43,4,2020-10-22,78,FALSE,,FALSE,,,FALSE,
2821 Birchmount Rd,-79.3051264,43.7985769,Toronto Community Housing,L'Amoreaux,TRUE,Toronto Community Housing,Unknown,1969,2017,237,12,2020-11-24,74,FALSE,,FALSE,,,FALSE,
2250 Keele St,-79.4769444,43.7018902,Keele Frost Holdings Limited,Brookhaven-Amesbury,TRUE,Privately owned,Unknown,1958,2017,10,3,2020-11-26,77,FALSE,,FALSE,,,FALSE,
2214 Keele St,-79.47662,43.700985,Northminister Residences Of Toronto,Brookhaven-Amesbury,TRUE,Social housing,Unknown,1992,2017,89,7,2021-04-28,77,FALSE,,FALSE,,,FALSE,
2368 Keele St,-79.4778031,43.7062136,2466287 Ontario Limited,Brookhaven-Amesbury,TRUE,Privately owned,Unknown,1957,2017,47,4,2020-11-10,81,FALSE,,FALSE,,,FALSE,
2 Arrowsmith Ave,-79.4774941,43.7044268,Rms Family Holdings Ltd,Brookhaven-Amesbury,TRUE,Privately owned,Mpm Inc.,1960,2017,11,3,2020-11-23,61,FALSE,,FALSE,,,FALSE,
1252 Lawrence Ave W,-79.4707251,43.7108596,Unknown,Maple Leaf,TRUE,Privately owned,Unknown,1958,2017,10,3,2019-11-05,73,FALSE,,FALSE,,,FALSE,
50 Graydon Hall Dr,-79.345593,43.764671,373041 Ont Ltd,Parkwoods-Donalda,TRUE,Privately owned,Unknown,1970,2017,304,20,2020-11-20,84,FALSE,,FALSE,,,FALSE,
3000 Victoria Park Ave,-79.331977,43.792499,Sheppard Park Apts Inc,Pleasant View,TRUE,Privately owned,Ranee Management,1972,2017,228,6,2019-11-18,82,TRUE,"2017-11-29, 2017-11-24",TRUE,2018,0.36%,FALSE,
2651 Bloor St W,-79.4953401,43.6492411,Unknown,Stonegate-Queensway,TRUE,Privately owned,Unknown,1927,2017,34,4,2020-10-29,73,FALSE,,FALSE,,,FALSE,
2649 Bloor St W,-79.4949755,43.6490075,Dss Title Inc,Stonegate-Queensway,TRUE,Privately owned,Vesta Management Inc,1952,2017,48,4,2019-10-30,72,FALSE,,FALSE,,,FALSE,
90 Cordova Ave,-79.523798,43.648017,Double Z Investments Limited,Islington-City Centre West,TRUE,Privately owned,Ranee Management,1977,2017,184,13,2019-10-29,71,TRUE,2017-11-24,FALSE,,,FALSE,
316 The Kingsway,-79.5237235,43.664692,Kinsale Investments Limited,Edenbridge-Humber Valley,TRUE,Privately owned,Castlehill Property Management,1970,2017,17,4,2020-12-01,83,FALSE,,FALSE,,,FALSE,
289 The Kingsway,-79.5195386,43.6632014,Unknown,Edenbridge-Humber Valley,TRUE,Privately owned,The Elia Corporation,1966,2017,73,17,2019-12-10,77,FALSE,,FALSE,,,FALSE,
7 St Stevens Crt,-79.5195869,43.6641278,Unknown,Edenbridge-Humber Valley,TRUE,Privately owned,The Elia Corporation,1955,2018,26,3,2017-12-05,63,FALSE,,FALSE,,,FALSE,
11 Bexhill Crt,-79.5204343,43.6622998,Unknown,Edenbridge-Humber Valley,TRUE,Privately owned,Unknown,1952,2017,15,4,2020-12-02,78,FALSE,,FALSE,,,FALSE,
11 Arleta Ave,-79.5009603,43.742943,Toronto Community Housing,Glenfield-Jane Heights,TRUE,Toronto Community Housing,Unknown,1972,2017,171,4,2020-10-16,66,FALSE,,FALSE,,,FALSE,
2450 Weston Rd,-79.5347075,43.7075278,Unknown,Weston,TRUE,Privately owned,Greenwin Corp.,1972,2017,214,27,2019-11-04,72,FALSE,,FALSE,,,FALSE,
10 Ionview Rd,-79.2718,43.7320353,Merkur Group,Ionview,TRUE,Privately owned,Greenwin Corp.,1971,2017,62,6,2021-04-27,83,TRUE,2019-11-07,FALSE,,,FALSE,
806 Kennedy Rd,-79.269331,43.7335357,806 Kennedy Ltd,Ionview,TRUE,Privately owned,Metcap Living Management Inc,1960,2017,57,5,2020-12-15,82,FALSE,,FALSE,,,FALSE,
146 Jameson Ave,-79.4362142,43.6369346,Jameson Properties Holdings Inc,South Parkdale,TRUE,Privately owned,Metcap Living Management Inc,1956,2017,28,4,2020-11-10,81,FALSE,,FALSE,,,FALSE,
1447 King St W,-79.4376569,43.6366758,Toronto Community Housing,South Parkdale,TRUE,Toronto Community Housing,Unknown,1992,2017,59,6,2021-04-29,78,FALSE,,FALSE,,,FALSE,
1501 Queen St W,-79.4409047,43.6396182,Parkdale Activity-Recreaton Centre (Toronto),South Parkdale,TRUE,Privately owned,Tsb (The Silver Brush),1912,2017,38,3,2020-11-05,67,FALSE,,FALSE,,,FALSE,
122 Dowling Ave,-79.4389465,43.6367672,Akelius Canada Ltd,South Parkdale,TRUE,Privately owned,Akeliuscanadaltd,1930,2017,27,5,2020-10-27,74,FALSE,,FALSE,,,FALSE,
166 Jameson Ave,-79.436766,43.6379916,Apartment Property Management Corp,South Parkdale,TRUE,Privately owned,Unknown,1959,2017,61,8,2020-10-23,76,FALSE,,FALSE,,,FALSE,
157 Jameson Ave,-79.4357502,43.6376671,Timbercreek Wp Inc,South Parkdale,TRUE,Privately owned,Timbercreek Communites,1965,2018,66,6,2020-11-17,73,FALSE,,FALSE,,,FALSE,
1384 King St W,-79.4350073,43.6376067,Tmr Bayview Corp,South Parkdale,TRUE,Privately owned,Owner Managed,1916,2017,18,3,2021-04-15,68,FALSE,,FALSE,,,FALSE,
12 Elm Grove Ave,-79.430973,43.638994,Unknown,South Parkdale,TRUE,Privately owned,Metcap Living Management Inc,1968,2017,32,4,2019-11-04,73,FALSE,,FALSE,,,FALSE,
310 Roncesvalles Ave,-79.4505013,43.6492029,2726641 Ontario Inc,High Park-Swansea,TRUE,Privately owned,Unknown,1914,2017,13,4,2020-12-10,70,FALSE,,FALSE,,,FALSE,
34 Noble St,-79.4313868,43.6428695,T&T Lofts Inc,Roncesvalles,TRUE,Privately owned,Njs Capital Management,1935,2017,18,3,2020-11-20,75,FALSE,,FALSE,,,FALSE,
10 Lansdowne Ave,-79.4371683,43.6410483,Mainstay Housing,Roncesvalles,TRUE,Social housing,Mainstay Housing,1897,2017,21,3,2020-11-19,73,FALSE,,FALSE,,,FALSE,
55 Triller Ave,-79.443663,43.640007,Imh 55 Triller Ltd,Roncesvalles,TRUE,Privately owned,The Dms Group,1966,2017,294,22,2020-11-18,74,FALSE,,FALSE,,,FALSE,
23 Edgewood Ave,-79.3130755,43.6705081,Akwa Honsta Non-Profit,Woodbine Corridor,TRUE,Social housing,Aykler Real Estate Inc.,1959,2017,24,4,2019-12-05,70,FALSE,,FALSE,,,FALSE,
973 Lansdowne Ave,-79.445857,43.666168,Unknown,Dovercourt-Wallace Emerson-Junction,TRUE,Social housing,Unknown,2003,2017,20,3,2020-11-16,77,FALSE,,FALSE,,,FALSE,
1884 Davenport Rd,-79.4539395,43.6708803,Toronto Community Housing,Weston-Pellam Park,TRUE,Toronto Community Housing,Unknown,1978,2017,186,9,2020-10-29,77,FALSE,,FALSE,,,FALSE,
2 Regal Rd,-79.4334083,43.6756363,Gf 2 Regal Road Ltd,Wychwood,TRUE,Privately owned,Unknown,1955,2017,104,8,2019-11-25,76,TRUE,"2020-10-08, 2019-09-18",FALSE,,,FALSE,
501 Kingston Rd,-79.302573,43.677072,Akelius Canada Ltd,The Beaches,TRUE,Privately owned,Akelius Canada Ltd,1950,2018,75,7,2019-12-05,78,TRUE,2016-03-11,FALSE,,,FALSE,
4 Newbold Ave,-79.318157,43.675361,2304484 Ontario Inc,Woodbine Corridor,TRUE,Privately owned,2304484 Ontario Inc,1964,2017,12,4,2020-11-25,73,FALSE,,FALSE,,,FALSE,
1636 Gerrard St E,-79.3198748,43.6759735,Danbar 1636 Gerrard Ltd,Woodbine Corridor,TRUE,Privately owned,Cogir Management Corporation,1960,2017,48,6,2019-12-05,77,TRUE,"2018-12-14, 2018-06-27",FALSE,,,FALSE,
320 Kingston Rd,-79.3073197,43.6747948,Toronto Community Housing,East End-Danforth,TRUE,Toronto Community Housing,TCH,1954,2017,39,3,2021-04-09,59,FALSE,,FALSE,,,FALSE,
21 Rosseau Rd,-79.4368796,43.7430745,Unknown,Clanton Park,TRUE,Privately owned,Ram-Land Property Management,1955,2017,11,3,2020-10-21,76,FALSE,,FALSE,,,FALSE,
554 Harvie Ave,-79.4565387,43.6917408,Lockwood Apartments Ltd,Caledonia-Fairbank,TRUE,Privately owned,Lockwood Apartments Ltd,1958,2017,15,4,2020-11-02,82,TRUE,2019-11-15,FALSE,,,FALSE,
524 Harvie Ave,-79.4558567,43.6907994,Harvie Avenue Family Estates Inc,Caledonia-Fairbank,TRUE,Privately owned,Property Services Inc.,1960,2017,29,3,2020-11-02,83,FALSE,,FALSE,,,FALSE,
1650 Keele St,-79.4726308,43.6834948,G & S Realty Investments Inc,Keelesdale-Eglinton West,TRUE,Privately owned,G&S Realty Investments Inc.,1958,2017,22,4,2021-04-22,74,FALSE,,FALSE,,,FALSE,
2 Greentree Crt,-79.4786018,43.6929268,Clearview Heights Holdings Limited,Beechborough-Greenbrook,TRUE,Privately owned,Artisan Corporation,1955,2017,29,4,2020-10-22,80,FALSE,,FALSE,,,FALSE,
40 Clearview Hts,-79.4802374,43.6931008,Silvercore Inc(Trustee),Beechborough-Greenbrook,TRUE,Privately owned,Silvercore Properties Inc.,1951,2017,37,4,2020-10-26,79,FALSE,,FALSE,,,FALSE,
1615 Dundas St E,-79.3280628,43.666541,Toronto Community Housing,South Riverdale,TRUE,Toronto Community Housing,TCH,1960,2017,81,4,2020-12-22,66,FALSE,,FALSE,,,FALSE,
1577 Danforth Ave,-79.322958,43.68326,Unknown,Woodbine Corridor,TRUE,Social housing,Aykler Real Estate Inc,1991,2019,126,6,2021-04-22,77,FALSE,,FALSE,,,FALSE,
100 Lower Ossington Ave,-79.418958,43.643805,Unknown,Niagara,TRUE,Privately owned,Killam Apartment Reit,2013,2017,179,8,2019-11-25,81,FALSE,,FALSE,,,FALSE,
160 Erskine Ave,-79.393205,43.712667,160 Erskine Avenue Inc,Mount Pleasant West,TRUE,Privately owned,Unknown,1969,2017,250,23,2019-10-29,94,TRUE,"2020-01-30, 2018-12-21",FALSE,,,FALSE,
15 Sherwood Ave,-79.3985862,43.7134264,Minto Properties Inc,Mount Pleasant East,TRUE,Privately owned,Unknown,1930,2017,26,3,2019-10-29,73,FALSE,,FALSE,,,FALSE,
1111 Broadview Ave,-79.355487,43.686577,Unknown,Broadview North,TRUE,Privately owned,Connaught Yonge Square Limited,1973,2017,41,4,2020-12-09,88,FALSE,,FALSE,,,FALSE,
156 Floyd Ave,-79.3490663,43.6877008,Westminster Court Senior,Broadview North,TRUE,Social housing,Dms Property Management Ltd.,1992,2017,41,6,2019-12-09,90,FALSE,,FALSE,,,FALSE,
20 Wilmington Ave,-79.4533067,43.7534924,Unknown,Bathurst Manor,TRUE,Privately owned,Unknown,1965,2017,13,4,2021-04-27,65,FALSE,,FALSE,,,FALSE,
81 Garthdale Crt,-79.4644789,43.7648991,Del-Mar Inc,Bathurst Manor,TRUE,Privately owned,Unknown,1959,2017,10,3,2019-11-07,73,FALSE,,FALSE,,,FALSE,
715 Finch Ave W,-79.462257,43.76922,Double Z Investments Limited,Bathurst Manor,TRUE,Privately owned,Ranee Management,1970,2017,85,11,2020-11-03,81,FALSE,,FALSE,,,FALSE,
25 Cedarcroft Blvd,-79.4474065,43.7831759,Novi Properties,Westminster-Branson,TRUE,Privately owned,Novi Properties,1965,2017,132,13,2020-10-21,70,FALSE,,FALSE,,,FALSE,
5950 Bathurst St,-79.4460915,43.7833191,587310 Ontario Ltd,Westminster-Branson,TRUE,Privately owned,G & S Regal Management Limited,1964,2017,133,12,2020-11-03,77,TRUE,2020-11-10,FALSE,,,FALSE,
60 Clearview Hts,-79.4813502,43.6929883,Silvercore Inc (Trustee),Beechborough-Greenbrook,TRUE,Privately owned,Silvercore Properties Inc,1951,2017,37,4,2020-10-26,82,FALSE,,FALSE,,,FALSE,
100 High Park Ave,-79.4673851,43.6565701,Toronto Community Housing,High Park North,TRUE,Toronto Community Housing,Unknown,1969,2017,447,24,2019-12-05,68,FALSE,,FALSE,,,FALSE,
6 Henry St,-79.3937582,43.6562808,Toronto Community Housing,Kensington-Chinatown,TRUE,Toronto Community Housing,Unknown,1978,2017,105,4,2021-04-22,73,FALSE,,FALSE,,,FALSE,
1555 Queen St E,-79.3186995,43.6656642,Toronto Community Housing,Greenwood-Coxwell,TRUE,Toronto Community Housing,TCH,1969,2017,60,6,2020-11-09,71,FALSE,,FALSE,,,FALSE,
93 Edgewood Ave,-79.3141966,43.6725596,Toronto Community Housing,Woodbine Corridor,TRUE,Toronto Community Housing,TCH,1956,2017,43,4,2021-04-09,60,FALSE,,FALSE,,,FALSE,
32 St Dennis Dr,-79.3304037,43.7190212,Unknown,Flemingdon Park,TRUE,Privately owned,Unknown,1964,2017,56,4,2019-11-06,92,FALSE,,FALSE,,,FALSE,
105 Harrison Garden Blvd,-79.4049824,43.757545,Unknown,Willowdale East,TRUE,Privately owned,Kg Group,2010,2017,332,22,2019-11-18,94,FALSE,,FALSE,,,FALSE,
20 Aurora Crt,-79.316833,43.794158,Park Property Management Inc,L'Amoreaux,TRUE,Privately owned,Park Property Management Inc,1974,2017,175,14,2019-11-27,94,FALSE,,FALSE,,,FALSE,
124 Broadway Ave,-79.3925089,43.7113763,Capreit,Mount Pleasant West,TRUE,Privately owned,Rpms,1956,2017,86,4,2019-10-29,93,TRUE,2019-03-01,FALSE,,,FALSE,
1000 Mount Pleasant Rd,-79.3923299,43.7132903,1000 Mount Pleasant Road Inc,Mount Pleasant West,TRUE,Privately owned,Unknown,2010,2017,155,13,2019-10-29,100,TRUE,"2020-01-30, 2018-12-21",FALSE,,,FALSE,
15 Bater Ave,-79.3548664,43.6867386,2686250 Ontario Inc,Broadview North,TRUE,Privately owned,Golden Equity Properties,1960,2017,34,3,2019-12-04,75,FALSE,,FALSE,,,FALSE,
25 Cosburn Ave,-79.353603,43.688146,Hanard Investments Limited,Broadview North,TRUE,Privately owned,Greenwin Inc.,1962,2017,129,22,2019-12-09,72,TRUE,2018-02-06,TRUE,2019,0.23%,FALSE,
55 Cosburn Ave,-79.3520006,43.6884946,Enderby Developments Limited,Broadview North,TRUE,Privately owned,Enderby Developments Limited,1973,2017,155,12,2020-12-09,85,TRUE,2019-08-15,FALSE,,,FALSE,
